PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
202402,1,1,1482,1,17.0,1,44.0,1535.0,10.0,51.0,0.0,1
202601,1,2,5551,3,27.0,1,0.0,0.0,0.0,0.0,0.0,1
202602,1,2,5551,2,15.0,1,0.0,0.0,0.0,0.0,0.0,1
202603,1,1,5551,3,20.0,1,0.0,4.0,429.0,0.0,287.0,0
202701,1,1,3696,1,19.0,1,30.0,1.0,1051.0,0.0,6.0,1
202801,1,1,3686,2,24.0,1,662.0,0.0,0.0,0.0,9.0,0
202901,1,1,3699,1,43.0,1,0.0,6.0,730.0,1.0,0.0,0
203201,3,2,3701,3,26.0,1,0.0,0.0,0.0,0.0,0.0,1
203401,1,1,3688,3,42.0,1,399.0,75.0,38.0,771.0,0.0,0
203801,1,1,3703,3,21.0,1,6.0,133.0,503.0,0.0,2.0,0
204001,2,2,576,3,50.0,1,0.0,0.0,0.0,0.0,0.0,1
204002,2,2,576,3,25.0,1,0.0,0.0,0.0,0.0,0.0,1
204101,1,2,5554,3,64.0,1,0.0,0.0,0.0,0.0,0.0,1
204201,1,1,3690,3,50.0,1,0.0,0.0,0.0,785.0,19.0,0
204301,3,2,3691,3,24.0,1,0.0,0.0,0.0,0.0,0.0,1
204401,1,1,3693,3,27.0,0,0.0,0.0,634.0,1.0,23.0,1
204501,1,2,5553,1,42.0,1,0.0,0.0,0.0,0.0,0.0,1
204601,1,2,5556,1,30.0,1,0.0,0.0,0.0,0.0,0.0,0
205101,1,1,1447,3,20.0,1,2.0,0.0,694.0,0.0,22.0,1
205201,3,1,1484,3,31.0,1,162.0,1211.0,4.0,0.0,1.0,1
205301,2,1,989,1,26.0,1,281.0,741.0,13.0,0.0,4724.0,0
205401,2,1,991,1,39.0,1,0.0,0.0,0.0,1528.0,1119.0,0
205501,1,1,5560,3,27.0,1,0.0,0.0,0.0,0.0,0.0,0
205502,0,1,5560,2,32.0,1,0.0,58.0,0.0,0.0,642.0,1
205503,1,2,5560,3,25.0,1,0.0,0.0,0.0,0.0,0.0,1
205504,1,1,5560,3,6.0,1,0.0,0.0,0.0,0.0,0.0,1
205505,1,2,5560,3,3.0,1,0.0,0.0,0.0,0.0,0.0,1
205506,1,2,5560,3,11.0,1,0.0,0.0,0.0,0.0,0.0,0
205601,1,2,5561,3,52.0,1,0.0,0.0,0.0,0.0,0.0,0
205602,1,1,3704,3,14.0,1,16.0,0.0,0.0,712.0,149.0,0
205603,1,1,3704,3,68.0,1,0.0,286.0,0.0,1739.0,13.0,0
205604,1,2,5561,2,18.0,1,0.0,0.0,0.0,0.0,0.0,1
205901,1,1,5563,3,55.0,1,2.0,0.0,0.0,0.0,907.0,1
206001,0,1,5555,1,22.0,1,1430.0,0.0,0.0,0.0,423.0,0
206101,2,1,1355,3,34.0,1,0.0,5063.0,0.0,56.0,327.0,1
206201,3,0,3695,3,17.0,1,583.0,0.0,753.0,0.0,0.0,0
206301,1,2,5557,2,38.0,1,0.0,0.0,0.0,0.0,0.0,0
206501,1,1,3710,3,13.0,1,12.0,0.0,0.0,0.0,1963.0,0
206601,1,2,5558,3,19.0,1,0.0,0.0,0.0,0.0,0.0,1
206701,2,2,993,3,30.0,1,0.0,0.0,0.0,0.0,0.0,1
206702,2,1,993,3,27.0,2,0.0,0.0,72.0,668.0,2713.0,0
207001,1,1,1449,3,17.0,1,0.0,1.0,533.0,326.0,0.0,1
207101,2,1,1004,1,45.0,1,0.0,3559.0,0.0,3615.0,163.0,0
207102,2,1,1004,1,28.0,1,167.0,2406.0,71.0,283.0,650.0,1
207301,1,1,3700,3,23.0,1,177.0,0.0,7.0,0.0,448.0,0
207401,2,1,1360,3,24.0,1,1289.0,3343.0,0.0,4996.0,729.0,0
207402,2,1,1360,3,23.0,1,9.0,4081.0,0.0,0.0,16.0,1
207501,1,1,3702,1,29.0,1,270.0,0.0,0.0,25.0,343.0,0
208001,1,1,5564,3,46.0,1,430.0,0.0,340.0,52.0,61.0,0
208101,1,1,3712,2,17.0,1,8.0,911.0,0.0,0.0,0.0,1
208201,1,1,5565,3,20.0,1,0.0,0.0,4.0,35.0,769.0,0
208301,1,1,3705,3,24.0,1,121.0,20.0,0.0,68.0,506.0,0
208401,2,1,17,3,40.0,1,19.0,10.0,1.0,4759.0,6007.0,0
208402,2,2,17,3,27.0,1,0.0,0.0,0.0,0.0,0.0,1
208501,2,1,996,3,38.0,1,0.0,590.0,2640.0,6202.0,99.0,0
208601,2,1,38,3,65.0,1,51.0,4451.0,0.0,20.0,397.0,1
208602,2,1,38,3,19.0,1,0.0,1342.0,0.0,152.0,556.0,1
208701,1,1,3706,3,54.0,1,0.0,0.0,872.0,0.0,1.0,1
208801,1,1,3707,1,38.0,1,0.0,717.0,0.0,0.0,0.0,0
208802,1,1,5562,3,40.0,1,51.0,0.0,1.0,368.0,509.0,1
208901,1,1,3714,2,21.0,1,0.0,2.0,133.0,0.0,549.0,0
209001,1,1,3716,3,22.0,1,8.0,0.0,801.0,0.0,12.0,1
209101,1,1,3718,3,33.0,1,356.0,0.0,0.0,245.0,0.0,0
209201,3,1,1361,3,18.0,1,29.0,0.0,2315.0,0.0,1.0,1
209202,3,1,1487,3,43.0,1,546.0,0.0,41.0,710.0,0.0,0
209203,3,1,0,3,13.0,0,6726.0,0.0,1605.0,1266.0,0.0,0
209204,3,1,3711,3,26.0,1,1751.0,0.0,0.0,0.0,0.0,0
209205,3,1,1361,3,22.0,1,2300.0,0.0,22.0,256.0,0.0,0
209401,3,2,3720,3,21.0,1,0.0,0.0,0.0,0.0,0.0,1
209501,1,1,3713,2,25.0,1,0.0,11.0,0.0,13.0,1344.0,0
209601,3,1,3715,3,29.0,1,216.0,10.0,611.0,594.0,0.0,0
209602,3,1,3715,3,49.0,1,1624.0,0.0,68.0,0.0,0.0,0
209701,2,2,578,1,29.0,1,0.0,0.0,0.0,0.0,0.0,1
209901,3,1,1363,0,45.0,1,10.0,1095.0,1474.0,0.0,0.0,1
210001,1,1,3717,2,45.0,1,0.0,0.0,734.0,3.0,5.0,1
210201,2,1,1006,3,30.0,1,63.0,9314.0,249.0,2624.0,4538.0,0
210401,1,1,3719,3,29.0,1,776.0,0.0,4.0,0.0,23.0,0
210402,1,1,0,3,26.0,1,0.0,0.0,0.0,0.0,0.0,0
210501,1,2,5566,1,16.0,1,0.0,0.0,0.0,0.0,0.0,0
210601,1,1,5567,1,20.0,1,1.0,0.0,0.0,4926.0,1.0,0
210701,1,1,5568,3,33.0,1,235.0,2.0,1.0,650.0,0.0,0
211001,1,2,5569,3,18.0,1,0.0,0.0,0.0,0.0,0.0,0
211101,3,1,3723,3,24.0,1,600.0,593.0,1404.0,0.0,1.0,0
211201,3,1,3725,3,29.0,1,860.0,305.0,18.0,1415.0,0.0,0
211401,2,2,580,1,40.0,1,0.0,0.0,0.0,0.0,0.0,1
211501,2,2,1365,3,27.0,1,0.0,0.0,0.0,0.0,0.0,1
211601,1,2,5570,3,35.0,1,0.0,0.0,0.0,0.0,0.0,0
211701,2,1,0,3,31.0,1,0.0,8718.0,0.0,13036.0,267.0,0
211801,1,2,5572,2,26.0,1,0.0,0.0,0.0,0.0,0.0,0
212001,3,1,1366,3,49.0,1,0.0,0.0,1058.0,0.0,0.0,1
212101,1,2,5573,3,23.0,1,0.0,0.0,0.0,0.0,0.0,0
212301,1,2,5575,2,23.0,1,0.0,0.0,0.0,0.0,0.0,0
212302,1,2,5575,2,14.0,1,0.0,0.0,0.0,0.0,0.0,1
212401,1,1,5574,1,21.0,1,770.0,0.0,0.0,40.0,0.0,0
212501,1,1,5576,3,18.0,1,0.0,1.0,0.0,80.0,826.0,0
212601,1,1,3721,3,27.0,1,717.0,0.0,0.0,0.0,0.0,0
212701,1,1,3727,3,19.0,1,721.0,62.0,7.0,0.0,0.0,1
212801,1,1,5578,3,22.0,1,624.0,0.0,0.0,0.0,185.0,0
212901,1,1,3731,3,17.0,1,736.0,0.0,2.0,20.0,0.0,0
213001,1,1,3733,2,13.0,1,0.0,2.0,480.0,10.0,176.0,0
213101,1,1,1451,3,26.0,1,0.0,0.0,0.0,91.0,900.0,0
213301,3,1,1368,3,27.0,1,1054.0,0.0,43.0,85.0,0.0,0
213302,3,2,3722,3,16.0,1,0.0,0.0,0.0,0.0,0.0,1
213401,3,1,3735,3,20.0,1,1146.0,0.0,0.0,0.0,3.0,0
213501,1,1,1453,3,20.0,1,75.0,0.0,0.0,1545.0,0.0,0
213502,1,0,1453,3,23.0,1,426.0,0.0,362.0,0.0,0.0,0
213601,1,1,5577,3,61.0,1,2.0,0.0,17.0,868.0,28.0,0
213701,3,2,3736,3,27.0,1,0.0,0.0,0.0,0.0,0.0,1
213702,3,1,3736,1,3.0,1,0.0,0.0,0.0,0.0,0.0,1
213703,3,1,3736,1,4.0,1,0.0,0.0,0.0,0.0,0.0,1
213801,1,2,5579,1,13.0,0,0.0,0.0,0.0,0.0,0.0,1
213901,3,2,3724,3,19.0,1,0.0,0.0,0.0,0.0,0.0,1
214001,1,1,3738,3,18.0,1,0.0,0.0,698.0,0.0,0.0,1
214101,1,1,1456,1,66.0,1,0.0,0.0,1610.0,0.0,0.0,1
214201,3,2,3726,3,39.0,0,0.0,0.0,0.0,0.0,0.0,1
214301,1,1,3728,3,21.0,1,0.0,1433.0,0.0,1234.0,0.0,0
214302,1,2,5580,3,7.0,1,0.0,0.0,0.0,0.0,0.0,0
214401,1,2,0,3,56.0,1,0.0,0.0,0.0,0.0,0.0,0
214501,1,1,3740,3,15.0,1,0.0,951.0,128.0,0.0,0.0,0
214701,3,1,1489,3,27.0,1,1146.0,0.0,47.0,0.0,105.0,1
214801,1,1,3732,3,13.0,1,579.0,226.0,61.0,1.0,7.0,0
214901,2,2,583,3,18.0,1,0.0,0.0,0.0,0.0,0.0,1
215001,1,2,5581,2,38.0,1,0.0,0.0,0.0,0.0,0.0,0
215201,1,1,3742,3,45.0,1,2138.0,0.0,0.0,659.0,0.0,0
215301,1,2,5582,3,21.0,1,0.0,0.0,0.0,0.0,0.0,0
215401,1,1,5584,3,19.0,1,78.0,0.0,0.0,550.0,0.0,0
215601,1,1,3734,3,49.0,1,651.0,25.0,0.0,849.0,2.0,0
215801,1,1,3737,3,21.0,1,0.0,820.0,0.0,45.0,0.0,1
215901,1,1,3739,3,18.0,1,0.0,402.0,2027.0,0.0,0.0,1
216101,3,2,3745,3,43.0,1,0.0,0.0,0.0,0.0,0.0,1
216201,3,2,3741,2,27.0,1,0.0,0.0,0.0,0.0,0.0,1
216202,3,1,3741,3,0.0,1,0.0,0.0,0.0,0.0,0.0,1
216301,1,1,5586,3,27.0,1,0.0,0.0,6.0,745.0,22.0,0
216401,2,2,548,3,21.0,0,0.0,0.0,0.0,0.0,0.0,1
216701,1,1,3749,2,20.0,1,38.0,220.0,495.0,0.0,0.0,0
216801,3,2,3743,3,35.0,1,0.0,0.0,0.0,0.0,0.0,1
216802,3,1,3743,3,20.0,1,212.0,0.0,991.0,0.0,13.0,0
217101,1,1,3752,3,24.0,1,388.0,0.0,7.0,409.0,0.0,0
217102,1,1,5589,3,41.0,1,2.0,0.0,551.0,5577.0,68.0,0
217201,1,1,5583,2,23.0,1,0.0,774.0,0.0,0.0,0.0,1
217301,1,2,5590,2,27.0,1,0.0,0.0,0.0,0.0,0.0,1
217501,1,2,5585,1,58.0,1,0.0,0.0,0.0,0.0,0.0,1
217701,3,2,3755,3,53.0,1,0.0,0.0,0.0,0.0,0.0,1
217901,2,1,1009,3,30.0,1,437.0,3585.0,0.0,4488.0,281.0,0
218001,1,1,3744,1,24.0,1,1.0,0.0,0.0,318.0,247.0,0
218201,2,1,550,3,31.0,1,46.0,1935.0,0.0,995.0,1254.0,0
218301,3,1,3746,2,46.0,1,607.0,0.0,41.0,334.0,251.0,0
218302,3,1,3746,3,20.0,1,938.0,59.0,31.0,12.0,0.0,0
218601,1,2,5588,3,20.0,1,0.0,0.0,0.0,0.0,0.0,0
218701,1,1,3757,3,30.0,1,0.0,236.0,0.0,1149.0,0.0,0
218801,1,1,3759,1,24.0,1,0.0,421.0,0.0,207.0,63.0,0
218901,1,0,5592,3,34.0,1,0.0,0.0,0.0,628.0,0.0,0
219001,1,1,3748,0,20.0,1,1750.0,0.0,446.0,0.0,76.0,0
219101,3,2,3750,3,48.0,1,0.0,0.0,0.0,0.0,0.0,1
219301,1,1,3761,2,25.0,1,0.0,0.0,619.0,0.0,70.0,0
219401,1,2,5591,3,43.0,1,0.0,0.0,0.0,0.0,0.0,0
219501,1,1,3765,3,27.0,1,0.0,280.0,119.0,646.0,5.0,1
219601,2,1,552,3,47.0,1,0.0,32.0,0.0,4027.0,1440.0,0
219602,2,1,552,1,26.0,1,26.0,4587.0,0.0,102.0,0.0,1
219603,2,2,552,3,37.0,1,0.0,0.0,0.0,0.0,0.0,1
219604,2,1,552,1,42.0,1,0.0,1180.0,0.0,2677.0,283.0,0
219801,1,1,1491,1,61.0,1,0.0,654.0,902.0,0.0,68.0,1
220001,3,1,3767,3,29.0,1,1443.0,1108.0,47.0,0.0,0.0,0
220101,2,1,1370,1,32.0,1,0.0,1968.0,13.0,1051.0,0.0,1
220201,3,1,3769,3,51.0,1,1671.0,0.0,17.0,0.0,0.0,0
220301,3,1,1372,3,43.0,1,2019.0,0.0,560.0,0.0,0.0,0
220401,2,2,586,1,25.0,1,0.0,0.0,0.0,0.0,0.0,1
220501,1,1,1492,3,31.0,1,0.0,0.0,187.0,602.0,0.0,0
220601,1,1,3751,2,13.0,1,0.0,14.0,857.0,0.0,72.0,0
220701,1,1,5593,3,20.0,1,546.0,0.0,228.0,0.0,0.0,0
220901,1,1,3753,3,29.0,1,1356.0,20.0,0.0,13.0,0.0,0
221001,1,2,5595,3,16.0,1,0.0,0.0,0.0,0.0,0.0,0
221101,1,1,3754,3,15.0,1,0.0,2347.0,0.0,380.0,0.0,1
221201,1,1,3770,3,50.0,1,0.0,5.0,0.0,2170.0,0.0,0
221501,2,1,40,1,41.0,2,0.0,29813.0,0.0,1257.0,6.0,1
221502,2,1,40,3,43.0,1,2.0,2229.0,33.0,6.0,198.0,1
221503,2,2,40,3,32.0,1,0.0,0.0,0.0,0.0,0.0,1
221504,2,1,40,0,36.0,1,0.0,3206.0,0.0,698.0,72.0,0
221901,1,2,0,1,18.0,1,0.0,0.0,0.0,0.0,0.0,1
222001,1,1,5597,3,47.0,1,0.0,0.0,880.0,0.0,2.0,1
222101,1,2,5594,2,29.0,1,0.0,0.0,0.0,0.0,0.0,1
222301,1,1,5598,3,27.0,1,0.0,86.0,0.0,252.0,570.0,0
222401,1,1,3756,3,14.0,1,0.0,600.0,0.0,204.0,0.0,1
222501,1,2,5596,2,25.0,1,0.0,0.0,0.0,0.0,0.0,0
222801,3,1,1494,3,63.0,1,1172.0,0.0,1.0,0.0,0.0,0
222901,1,1,3758,3,22.0,1,48.0,329.0,182.0,26.0,154.0,0
223101,3,1,1496,3,32.0,1,2.0,416.0,26.0,510.0,0.0,0
223201,1,1,3760,1,31.0,1,0.0,14.0,671.0,1.0,3.0,0
223202,1,1,3760,3,24.0,1,0.0,1220.0,0.0,140.0,0.0,0
223301,1,1,5599,3,39.0,1,9.0,18.0,0.0,2.0,878.0,0
223401,3,2,3772,1,20.0,1,0.0,0.0,0.0,0.0,0.0,1
223402,3,2,3772,1,20.0,1,0.0,0.0,0.0,0.0,0.0,1
223403,3,1,1460,3,19.0,1,0.0,0.0,0.0,0.0,0.0,0
223404,3,1,1460,1,20.0,1,552.0,8.0,1348.0,5.0,0.0,0
223405,3,1,1356,3,31.0,1,21.0,0.0,1031.0,0.0,0.0,0
223406,3,2,3772,1,17.0,1,0.0,0.0,0.0,0.0,0.0,1
223407,3,0,3772,3,24.0,1,2538.0,0.0,61.0,0.0,0.0,0
223501,1,1,3774,3,27.0,1,203.0,539.0,0.0,0.0,0.0,0
223701,2,1,1013,1,28.0,1,0.0,162.0,741.0,3733.0,99.0,1
223702,2,2,1013,3,41.0,1,0.0,0.0,0.0,0.0,0.0,1
223801,2,2,41,1,25.0,1,0.0,0.0,0.0,0.0,0.0,1
223901,1,1,3762,2,26.0,1,93.0,0.0,469.0,0.0,0.0,1
224101,1,1,3779,3,27.0,1,485.0,1109.0,921.0,0.0,1.0,0
224301,1,1,5604,3,22.0,1,38.0,483.0,80.0,47.0,121.0,1
225101,2,1,43,1,62.0,1,320.0,1179.0,756.0,4996.0,85.0,0
225102,2,1,43,3,58.0,1,2.0,1.0,14.0,2.0,1153.0,0
225201,1,1,5606,0,37.0,1,0.0,1368.0,0.0,0.0,960.0,0
225301,1,1,5600,3,54.0,1,701.0,32.0,171.0,8.0,0.0,0
225401,1,1,3782,3,26.0,1,0.0,10.0,0.0,702.0,1.0,0
225501,2,2,1000,1,44.0,1,0.0,0.0,0.0,0.0,0.0,1
225502,2,2,1000,3,34.0,1,0.0,0.0,0.0,0.0,0.0,1
225601,1,2,5603,3,47.0,1,0.0,0.0,0.0,0.0,0.0,1
225701,2,1,1002,3,27.0,2,0.0,3341.0,0.0,80.0,654.0,1
225702,2,2,554,1,22.0,1,0.0,0.0,0.0,0.0,0.0,1
225801,1,2,5607,3,46.0,1,0.0,0.0,0.0,0.0,0.0,1
226101,1,1,3766,3,29.0,1,0.0,0.0,885.0,0.0,0.0,1
226201,1,1,5608,1,43.0,1,485.0,4.0,136.0,48.0,0.0,0
226301,1,1,3784,3,42.0,1,0.0,0.0,32.0,772.0,0.0,0
226401,1,1,3768,3,39.0,1,0.0,0.0,13.0,0.0,868.0,1
226601,3,1,3785,3,30.0,1,616.0,0.0,185.0,210.0,475.0,0
226701,3,1,1500,3,43.0,1,2318.0,0.0,647.0,81.0,0.0,1
226801,1,2,5610,3,19.0,1,0.0,0.0,0.0,0.0,0.0,0
226901,3,2,3787,3,26.0,1,0.0,0.0,0.0,0.0,0.0,1
227001,3,1,3788,3,46.0,1,171.0,0.0,1257.0,5.0,0.0,1
227201,1,1,5611,3,3.0,1,0.0,0.0,0.0,0.0,0.0,1
227202,1,2,0,1,21.0,1,0.0,0.0,0.0,0.0,0.0,1
227203,1,1,5611,3,1.0,1,0.0,0.0,0.0,0.0,0.0,1
227301,1,1,1501,3,22.0,1,0.0,0.0,0.0,10.0,778.0,0
227401,2,2,1005,1,27.0,1,0.0,0.0,0.0,0.0,0.0,1
227402,2,2,1005,1,28.0,1,0.0,0.0,0.0,0.0,0.0,1
227501,3,1,3792,2,36.0,1,241.0,0.0,670.0,0.0,0.0,0
227701,1,1,5605,3,19.0,1,26.0,313.0,470.0,0.0,0.0,0
227801,2,2,1008,1,18.0,1,0.0,0.0,0.0,0.0,0.0,1
227901,2,1,587,1,47.0,1,0.0,140.0,0.0,85.0,3970.0,0
228001,2,1,589,3,18.0,1,20.0,1064.0,0.0,0.0,11643.0,0
228101,1,1,1463,3,6.0,1,0.0,0.0,0.0,0.0,0.0,1
228201,1,0,3793,3,20.0,1,0.0,544.0,1.0,0.0,378.0,0
228401,3,1,3795,3,18.0,1,262.0,302.0,1127.0,4225.0,0.0,0
228701,1,1,3796,3,37.0,1,0.0,1.0,0.0,219.0,0.0,0
228801,1,1,1503,3,22.0,1,12.0,746.0,802.0,58.0,0.0,0
228901,3,1,3797,3,37.0,1,20.0,0.0,2559.0,20.0,0.0,1
229101,1,0,5609,1,6.0,1,0.0,0.0,0.0,0.0,0.0,0
229102,1,1,5609,3,36.0,1,3.0,0.0,435.0,8.0,277.0,0
229103,1,1,3771,1,46.0,1,426.0,37.0,0.0,0.0,568.0,0
229501,1,1,3799,3,75.0,1,0.0,0.0,1224.0,0.0,1769.0,0
229502,1,1,3799,3,37.0,1,0.0,8.0,70.0,360.0,258.0,0
229601,1,2,5614,3,22.0,1,0.0,0.0,0.0,0.0,0.0,1
229801,1,1,3801,2,33.0,1,270.0,412.0,1.0,0.0,5.0,0
229901,3,1,3773,3,35.0,1,174.0,0.0,381.0,0.0,62.0,0
230001,2,1,1010,1,19.0,1,0.0,0.0,0.0,0.0,8195.0,0
230002,2,1,1010,1,34.0,1,0.0,22.0,0.0,3028.0,3768.0,0
230101,1,1,3775,3,23.0,1,1010.0,0.0,33.0,10.0,0.0,1
230102,1,1,5612,1,37.0,1,1508.0,0.0,0.0,1.0,0.0,0
230103,1,1,3775,1,24.0,1,1367.0,0.0,1.0,0.0,0.0,0
230201,2,1,20,3,54.0,2,0.0,3381.0,0.0,4463.0,34.0,0
230301,3,1,3803,1,52.0,1,1377.0,0.0,32.0,22.0,0.0,1
230501,1,2,5613,3,60.0,1,0.0,0.0,0.0,0.0,0.0,0
230601,2,1,1011,3,1.0,1,0.0,0.0,0.0,0.0,0.0,1
230602,2,1,1011,3,27.0,1,0.0,0.0,0.0,0.0,0.0,1
230603,2,1,1011,3,22.0,1,0.0,297.0,3.0,676.0,2924.0,0
230604,2,1,1011,1,27.0,1,0.0,12077.0,0.0,75.0,0.0,1
230605,2,2,1011,1,48.0,1,0.0,0.0,0.0,0.0,0.0,1
230606,2,1,1011,1,47.0,1,1320.0,428.0,4.0,24.0,0.0,0
230801,2,2,1374,3,25.0,1,0.0,0.0,0.0,0.0,0.0,1
230802,2,1,1374,1,49.0,1,9.0,2426.0,95.0,1249.0,168.0,0
230803,2,1,1374,3,33.0,1,0.0,2012.0,1.0,9124.0,4.0,0
230804,2,1,1374,3,67.0,1,0.0,4715.0,0.0,599.0,6.0,1
230901,1,2,5619,2,5.0,1,0.0,0.0,0.0,0.0,0.0,0
231001,2,2,1358,1,60.0,1,0.0,0.0,0.0,0.0,0.0,1
231002,2,2,1358,3,56.0,1,0.0,0.0,0.0,0.0,0.0,1
231003,2,1,1358,3,59.0,1,0.0,2210.0,0.0,4085.0,11.0,0
231004,2,2,1358,3,44.0,1,0.0,0.0,0.0,0.0,0.0,1
231101,1,1,5621,3,33.0,1,0.0,763.0,1.0,66.0,84.0,0
231201,0,2,5615,3,28.0,1,0.0,0.0,0.0,0.0,0.0,0
231301,3,1,3805,3,29.0,1,1365.0,0.0,791.0,210.0,0.0,0
231401,1,2,5618,3,13.0,1,0.0,0.0,0.0,0.0,0.0,0
231501,2,2,555,1,34.0,1,0.0,0.0,0.0,0.0,0.0,1
231601,1,2,5620,2,45.0,1,0.0,0.0,0.0,0.0,0.0,1
231701,1,1,5622,3,39.0,1,0.0,454.0,0.0,454.0,0.0,0
231801,1,1,3808,3,18.0,1,128.0,37.0,626.0,0.0,5.0,0
231901,0,2,5623,2,57.0,1,0.0,0.0,0.0,0.0,0.0,0
232001,1,1,3778,1,27.0,1,0.0,760.0,0.0,21.0,23.0,0
232101,1,2,5624,2,25.0,1,0.0,0.0,0.0,0.0,0.0,1
232501,1,2,5625,2,22.0,1,0.0,0.0,0.0,0.0,0.0,0
232701,2,1,556,3,32.0,1,0.0,4106.0,388.0,892.0,2.0,1
232901,3,2,3811,3,29.0,1,0.0,0.0,0.0,0.0,0.0,1
233201,1,1,3780,3,21.0,1,556.0,0.0,20.0,1589.0,0.0,0
233301,3,1,1464,3,16.0,1,0.0,0.0,0.0,0.0,0.0,0
233601,2,2,47,1,45.0,1,0.0,0.0,0.0,0.0,0.0,1
233602,2,1,47,3,44.0,2,1409.0,910.0,17.0,1452.0,3782.0,0
233801,1,2,5626,1,27.0,1,0.0,0.0,0.0,0.0,0.0,1
233802,1,1,3813,3,26.0,1,14.0,0.0,0.0,857.0,0.0,0
233901,3,1,3814,3,46.0,1,1290.0,0.0,57.0,0.0,0.0,0
234001,1,1,3781,2,24.0,1,0.0,0.0,648.0,0.0,0.0,0
234101,1,1,3783,3,15.0,1,0.0,785.0,0.0,0.0,0.0,1
234501,1,2,5628,2,53.0,1,0.0,0.0,0.0,0.0,0.0,0
234701,1,0,3817,1,28.0,1,613.0,22.0,0.0,0.0,0.0,0
234702,1,2,5627,3,11.0,1,0.0,0.0,0.0,0.0,0.0,1
234703,1,2,5627,3,7.0,1,0.0,0.0,0.0,0.0,0.0,0
234704,1,2,5627,2,0.0,1,0.0,0.0,0.0,0.0,0.0,1
234705,1,2,5627,1,15.0,1,0.0,0.0,0.0,0.0,0.0,1
234706,1,1,5627,1,31.0,1,1.0,0.0,2.0,605.0,0.0,0
234707,1,1,5627,3,9.0,1,0.0,0.0,0.0,0.0,0.0,0
234801,2,1,1376,1,44.0,2,0.0,1223.0,78.0,1418.0,1239.0,0
234901,1,1,5630,3,35.0,1,0.0,722.0,0.0,0.0,185.0,0
235301,1,1,5634,3,30.0,1,27.0,5412.0,86.0,0.0,0.0,1
235302,1,1,3786,1,13.0,1,880.0,0.0,0.0,0.0,0.0,0
235601,3,1,1380,3,45.0,2,773.0,82.0,0.0,6.0,0.0,0
235602,3,2,1380,3,4.0,1,0.0,0.0,0.0,0.0,0.0,1
235603,3,2,1380,3,21.0,1,0.0,0.0,0.0,0.0,0.0,1
235701,1,1,1467,3,20.0,1,0.0,409.0,994.0,215.0,0.0,0
236001,1,2,5629,3,24.0,1,0.0,0.0,0.0,0.0,0.0,1
236101,1,2,5633,2,3.0,1,0.0,0.0,0.0,0.0,0.0,0
236102,1,1,3821,0,29.0,1,0.0,0.0,792.0,0.0,0.0,1
236301,2,1,1016,3,28.0,1,2416.0,8926.0,41.0,1.0,462.0,1
236401,1,1,5635,3,44.0,1,0.0,4.0,6.0,864.0,33.0,1
236501,2,2,1362,3,50.0,1,0.0,0.0,0.0,0.0,0.0,1
236601,3,2,3823,3,35.0,1,0.0,0.0,0.0,0.0,0.0,0
236701,1,1,3824,3,19.0,1,0.0,0.0,1.0,644.0,0.0,0
236801,3,1,1471,3,22.0,1,579.0,0.0,267.0,0.0,108.0,0
236901,1,1,3826,3,30.0,1,3.0,0.0,880.0,0.0,40.0,0
237301,2,1,1382,3,36.0,1,0.0,4756.0,0.0,7818.0,96.0,0
237401,3,1,1507,3,20.0,1,464.0,0.0,1432.0,0.0,0.0,1
237501,1,1,5636,1,22.0,1,0.0,0.0,659.0,94.0,0.0,1
237601,1,1,3789,1,22.0,1,0.0,30.0,0.0,0.0,673.0,0
237701,2,2,1012,2,32.0,1,0.0,0.0,0.0,0.0,0.0,1
237901,1,1,3828,3,35.0,1,194.0,0.0,678.0,0.0,0.0,0
238201,1,1,3830,1,41.0,1,0.0,33.0,0.0,1324.0,0.0,0
238401,1,2,5637,3,57.0,1,0.0,0.0,0.0,0.0,0.0,0
238402,1,2,5637,2,3.0,1,0.0,0.0,0.0,0.0,0.0,0
238403,1,1,5637,1,11.0,1,0.0,0.0,0.0,0.0,0.0,1
238404,1,1,5637,3,4.0,1,0.0,0.0,0.0,0.0,0.0,1
238405,1,2,5637,3,17.0,1,0.0,0.0,0.0,0.0,0.0,0
238406,1,0,5637,3,30.0,1,0.0,0.0,0.0,0.0,0.0,0
238407,0,2,0,3,11.0,1,0.0,0.0,0.0,0.0,0.0,1
238501,3,1,3794,3,23.0,1,1773.0,0.0,78.0,0.0,3.0,0
238701,1,1,1473,3,58.0,1,0.0,400.0,0.0,690.0,490.0,1
238901,1,1,5638,3,22.0,1,0.0,46.0,0.0,676.0,0.0,0
239001,1,0,5639,3,24.0,1,0.0,0.0,0.0,59.0,4120.0,0
239101,1,1,1475,3,20.0,1,768.0,19.0,0.0,1.0,0.0,0
239201,0,2,5640,3,37.0,1,0.0,0.0,0.0,0.0,0.0,1
239501,1,1,5642,3,49.0,1,712.0,1.0,0.0,0.0,0.0,0
239601,1,1,1510,3,46.0,1,0.0,557.0,0.0,287.0,781.0,0
239602,1,1,5641,3,30.0,1,854.0,0.0,30.0,0.0,0.0,0
239701,1,1,5643,1,36.0,1,0.0,810.0,0.0,0.0,0.0,0
